City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,bardai,11.65,7.2333,16.69,13,9,4.09,NG,1704767824
359,paracuru,-3.41,-39.0306,28.39,83,72,3.25,BR,1704767824
360,oltinko'l,40.8011,72.1634,4.23,55,92,2.21,UZ,1704767824
361,bramming,55.4695,8.7001,-7.13,91,2,1.03,DK,1704767824
362,papatowai,-46.5619,169.4708,12.29,87,100,2.97,NZ,1704767825
363,williams lake,52.1415,-122.1445,-2.75,74,100,9.77,CA,1704767825
364,colonia,50.9333,6.95,-2.86,66,0,1.54,DE,1704767694
365,viqueque,-8.8673,126.3658,33.53,55,60,2.66,TL,1704767825
366,ash shihaniyah,25.3686,51.2264,17.79,76,0,3.13,QA,1704767826
367,dhidhdhoo,6.8833,73.1,27.16,77,99,3.8,MV,1704767826
368,uturoa,-16.7333,-151.4333,27.1,80,56,6.0,PF,1704767826
369,nuku'alofa,-21.1333,-175.2,30.19,79,75,3.09,TO,1704767826
370,kupang,-10.1667,123.5833,29.32,94,75,4.12,ID,1704767827
371,twon-brass,4.3151,6.2418,27.99,77,0,3.38,NG,1704767827
372,puerto cabezas,14.0351,-83.3888,24.82,88,4,3.6,NI,1704767827
373,east ballina,-28.8667,153.5833,24.92,88,100,5.06,AU,1704767828
374,mar del plata,-38.0023,-57.5575,19.49,88,75,3.13,AR,1704767828
375,bayt lahya,31.5464,34.4951,15.63,59,52,1.34,PS,1704767828
376,ust-nera,64.5667,143.2,-42.27,98,92,2.15,RU,1704767545
377,zhangye,38.9342,100.4517,1.24,17,0,2.01,CN,1704767829
378,lugoj,45.6886,21.9031,0.28,97,100,1.01,RO,1704767829
379,coeur d'alene,47.6777,-116.7805,0.45,92,100,1.54,US,1704767829
380,buckeye,33.3703,-112.5838,9.15,36,0,3.09,US,1704767698
381,touba,8.2833,-7.6833,22.36,38,0,1.76,CI,1704767830
382,guiuan,11.0333,125.7247,27.86,81,64,6.32,PH,1704767830
383,yuzhno-kurilsk,44.0306,145.8556,-4.79,67,99,7.51,RU,1704767831
384,mastic beach,40.7668,-72.8521,3.88,86,0,0.0,US,1704767831
385,gadzhiyevo,69.2551,33.3362,-8.86,91,100,2.37,RU,1704767831
386,prokop'yevsk,53.9059,86.719,-9.57,61,18,9.45,RU,1704767831
387,katiola,8.1333,-5.1,25.35,50,0,1.63,CI,1704767832
388,lagoa,39.05,-27.9833,16.33,83,90,8.87,PT,1704767832
389,tokar,18.4254,37.729,25.1,74,6,5.9,SD,1704767833
390,callao,-12.0667,-77.15,24.84,69,0,8.75,PE,1704767833
391,san patricio,28.017,-97.5169,18.42,18,0,9.86,US,1704767833
392,nikolayevsk-on-amure,53.1406,140.73,-20.66,75,8,2.54,RU,1704767833
393,fale old settlement,-9.3852,-171.2468,29.37,71,3,4.15,TK,1704767834
394,gulma,12.6423,4.3555,20.01,15,0,4.09,NG,1704767834
395,nagqu,31.5,92.0,-11.57,34,0,1.93,CN,1704767834
396,terbanggi besar,-4.8667,105.2333,26.5,81,100,2.18,ID,1704767834
397,paso de los toros,-32.8167,-56.5167,22.41,68,3,3.1,UY,1704767644
398,brookings,44.3114,-96.7984,-6.42,96,100,5.66,US,1704767625
399,behshahr,36.6923,53.5526,8.97,40,52,2.03,IR,1704767836
400,iskateley,67.6803,53.1512,-24.43,100,97,2.24,RU,1704767836
401,montecristo,8.2971,-74.4733,25.4,83,44,0.97,CO,1704767836
402,preobrazheniye,42.9019,133.9064,-4.06,47,3,4.38,RU,1704767837
403,quimili,-27.6333,-62.4167,26.73,72,85,5.74,AR,1704767837
404,burabay,53.0838,70.3138,-22.2,95,91,5.44,KZ,1704767837
405,santa clarita,34.3917,-118.5426,11.55,29,0,1.79,US,1704767698
406,qianjiang,30.4151,112.8859,11.91,62,61,1.88,CN,1704767838
407,purpe,64.4803,76.6897,-19.43,97,100,6.35,RU,1704767838
408,dryden,49.7833,-92.7503,-11.84,92,100,2.57,CA,1704767839
409,korsakov,46.6328,142.7813,-13.09,84,99,3.04,RU,1704767839
410,kokopo,-4.352,152.2633,30.09,68,97,3.48,PG,1704767839
411,marabba,12.35,32.1833,22.78,31,10,3.99,SD,1704767840
412,mugia,43.1041,-9.2179,8.82,81,100,1.86,ES,1704767840
413,coracora,-15.0333,-73.7833,12.82,77,100,0.57,PE,1704767840
414,jayapura,-2.5333,140.7,26.66,81,99,1.36,ID,1704767724
415,lagunas,-5.2269,-75.6753,23.45,97,100,1.65,PE,1704767841
416,prudentopolis,-25.2131,-50.9778,21.12,69,32,1.1,BR,1704767842
417,san agustin de valle fertil,-30.6335,-67.4682,22.91,78,68,2.28,AR,1704767842
418,kenai,60.5544,-151.2583,-3.81,97,100,4.12,US,1704767728
419,kani keli,-12.9536,45.1033,25.59,71,100,0.47,YT,1704767842
420,notse,6.95,1.1667,26.07,83,1,1.98,TG,1704767843
421,morehead city,34.7229,-76.726,7.0,76,20,4.63,US,1704767823
422,mishan,45.55,131.8833,-14.59,83,32,5.87,CN,1704767843
423,vallenar,-28.5708,-70.7581,20.88,47,0,1.58,CL,1704767844
424,el abiodh sidi cheikh,32.893,0.5484,7.28,17,63,1.39,DZ,1704767844
425,turbat,26.0023,63.044,14.92,32,0,3.75,PK,1704767844
426,morant bay,17.8815,-76.4093,27.79,84,71,4.71,JM,1704767845
427,tancacha,-32.2431,-63.9807,23.26,72,4,2.62,AR,1704767845
428,usogorsk,63.4106,48.6872,-12.96,95,99,4.66,RU,1704767845
429,tanumah,27.1,44.1333,13.38,41,6,2.87,SA,1704767845
430,tabora,-5.0167,32.8,19.28,91,100,1.09,TZ,1704767846
431,lesosibirsk,58.2358,92.4828,-4.49,80,66,6.4,RU,1704767546
432,ciudad bolivar,8.1222,-63.5497,26.9,66,51,5.47,VE,1704767704
433,zambezi,-13.5432,23.1047,18.08,97,100,1.97,ZM,1704767846
434,alice springs,-23.7,133.8833,32.75,25,81,3.67,AU,1704767822
435,praia da vitoria,38.7333,-27.0667,17.09,94,20,7.54,PT,1704767847
436,okhotsk,59.3833,143.3,-28.49,80,93,4.81,RU,1704767847
437,palmer,42.1584,-72.3287,-1.67,88,20,1.54,US,1704767847
438,tingo maria,-9.2895,-76.0088,21.39,96,99,0.91,PE,1704767848
439,camabatela,-8.1881,15.375,15.48,98,60,0.66,AO,1704767848
440,visconde do rio branco,-21.0103,-42.8406,23.52,88,100,1.99,BR,1704767848
441,nadym,65.5333,72.5167,-20.44,97,100,7.45,RU,1704767849
442,magistral'nyy,56.1725,107.4458,-19.24,88,100,3.01,RU,1704767849
443,varna,43.2167,27.9167,-5.92,79,100,3.6,BG,1704767849
444,martin,27.0837,-80.4164,23.32,85,100,7.84,US,1704767562
445,hauterive,46.0901,3.4459,-1.58,98,86,0.61,FR,1704767850
446,tromso,69.6496,18.957,4.01,87,75,6.69,NO,1704767850
447,gamba,-2.65,10.0,25.16,89,90,1.92,GA,1704767851
448,masvingo,-20.0637,30.8277,18.7,83,44,1.58,ZW,1704767602
449,alofi,-19.0595,-169.9187,28.94,70,75,3.09,NU,1704767851
450,berezovyy,51.6667,135.7,-21.87,70,100,0.58,RU,1704767852
451,kushiro,42.975,144.3747,-1.47,69,75,3.09,JP,1704767719
452,posse,-14.0931,-46.3694,20.16,94,100,0.79,BR,1704767852
453,eppingen,49.1369,8.9103,-4.77,58,19,5.18,DE,1704767853
454,northam,51.0333,-4.2167,1.88,82,29,6.61,GB,1704767853
455,wanning,18.8003,110.3967,24.1,80,78,3.92,CN,1704767854
456,bocanda,7.0626,-4.4995,24.51,88,0,2.18,CI,1704767854
457,zorgo,12.2489,-0.6158,23.53,14,0,4.0,BF,1704767855
458,lesnoy,57.6198,63.0784,-19.97,91,74,4.28,RU,1704767855
459,barkhan,29.8977,69.5256,5.35,73,0,1.91,PK,1704767855
460,yeniseysk,58.4497,92.1703,-4.47,72,66,7.6,RU,1704767856
461,tarakan,3.3,117.6333,29.72,84,20,2.06,ID,1704767856
462,tynda,55.1667,124.7167,-26.77,90,13,1.37,RU,1704767856
463,berezovo,63.9381,65.0419,-31.32,100,67,0.99,RU,1704767857
464,jagatsinghapur,20.2667,86.1667,18.2,60,0,2.6,IN,1704767857
465,christchurch,-43.5333,172.6333,24.74,47,79,9.26,NZ,1704767409
466,iitti,60.8949,26.3387,-2.78,94,72,3.34,FI,1704767858
467,naze,28.3667,129.4833,15.51,91,100,2.5,JP,1704767858
468,ajuterique,14.3833,-87.7,19.09,75,0,0.85,HN,1704767858
469,kerikeri,-35.2268,173.9474,23.28,76,1,0.89,NZ,1704767858
470,rabak,13.1809,32.74,22.96,31,15,4.02,SD,1704767859
471,batyrevo,55.0675,47.6111,-17.01,90,100,4.6,RU,1704767859
472,kingscliff,-28.2667,153.5667,26.89,78,40,3.09,AU,1704767859
473,i-n-salah,27.1935,2.4607,12.8,25,0,4.06,DZ,1704767859
474,dengzhou,37.8086,120.7508,3.33,66,100,4.54,CN,1704767860
475,rikaze,29.25,88.8833,-0.41,12,0,0.12,CN,1704767860
476,sao gabriel da cachoeira,-0.1303,-67.0892,24.15,87,88,0.89,BR,1704767860
477,pangody,65.85,74.4859,-20.36,98,100,5.12,RU,1704767861
478,la foa,-21.7108,165.8276,27.84,69,100,2.47,NC,1704767861
479,el amria,35.5244,-1.0158,7.9,65,86,0.73,DZ,1704767861
480,goba,7.0167,39.9833,8.06,77,27,1.62,ET,1704767862
481,djibo,14.1022,-1.6306,21.97,14,2,4.0,BF,1704767862
482,padang,-0.9492,100.3543,28.03,82,96,1.74,ID,1704767862
483,fengxiang,47.5833,130.8333,-16.04,72,86,5.02,CN,1704767862
484,durango,24.8333,-104.8333,9.81,35,82,7.17,MX,1704767779
485,cameta,-2.2444,-49.4958,25.05,91,100,2.01,BR,1704767863
486,seoni,22.0833,79.5333,19.31,58,0,1.49,IN,1704767863
487,turpan,42.9333,89.1667,-1.29,53,5,0.39,CN,1704767864
488,callaway,30.153,-85.5699,14.97,91,100,10.8,US,1704767864
489,inirida,3.8653,-67.9239,24.6,79,57,1.1,CO,1704767864
490,rabo de peixe,37.8,-25.5833,17.77,99,20,4.12,PT,1704767865
491,kotido,2.9806,34.1331,22.64,49,63,2.61,UG,1704767865
492,birjand,32.8663,59.2211,-4.74,39,0,3.09,IR,1704767865
493,plastun,44.7561,136.2939,-7.23,47,5,6.13,RU,1704767865
494,tamanrasset,22.785,5.5228,10.95,16,0,3.6,DZ,1704767866
495,sokoni,-6.4333,39.55,27.81,76,27,6.18,TZ,1704767866
496,governador valadares,-18.8511,-41.9494,22.97,93,100,0.78,BR,1704767866
497,pacific grove,36.6177,-121.9166,10.82,77,0,0.45,US,1704767866
498,paka,4.6374,103.4368,28.96,79,40,3.09,MY,1704767867
499,mili,6.0815,171.735,27.37,75,94,9.13,MH,1704767867
500,prado,-17.3411,-39.2208,24.25,93,96,2.76,BR,1704767867
501,ilebo,-4.3167,20.5833,21.5,94,100,0.11,CD,1704767867
502,tazacorte,28.629,-17.9293,21.75,60,0,4.12,ES,1704767868
503,fada,9.5667,8.3,18.43,11,0,1.99,NG,1704767868
504,ad dilam,23.9915,47.1627,9.23,40,0,1.0,SA,1704767868
505,pokrovsk,48.282,37.1758,-11.1,90,100,5.8,UA,1704767869
506,ploneour-lanvern,47.9,-4.2833,-1.82,74,100,3.6,FR,1704767869
507,santa ana,33.7456,-117.8678,14.01,40,0,2.06,US,1704767668
508,auki,-8.7676,160.7034,29.02,75,100,1.67,SB,1704767869
509,smithers,54.7804,-127.1743,-4.82,100,100,1.03,CA,1704767870
510,mana,5.6592,-53.7767,24.89,90,75,3.47,GF,1704767870
511,hopelchen,19.7667,-89.85,24.87,68,64,3.81,MX,1704767870
512,trancas,-26.2314,-65.2803,22.62,85,82,1.06,AR,1704767870
513,fortaleza,-3.7227,-38.5247,28.45,78,40,3.09,BR,1704767871
514,ghadamis,30.1337,9.5007,8.43,44,0,2.2,LY,1704767871
515,la rinconada,37.4873,-5.9826,9.1,89,100,2.06,ES,1704767871
516,ponta delgada,37.7333,-25.6667,18.44,72,20,4.12,PT,1704767871
517,andergrove,-21.0833,149.1833,30.36,78,100,3.46,AU,1704767871
518,safotu,-13.4513,-172.4018,28.28,79,83,1.09,WS,1704767872
519,vatutine,49.015,31.0621,-12.93,82,33,5.07,UA,1704767872
520,marataizes,-21.0433,-40.8244,24.5,93,100,3.34,BR,1704767872
521,port hedland,-20.3167,118.5667,38.03,27,1,3.6,AU,1704767872
522,acarau,-2.8856,-40.12,25.94,82,59,4.48,BR,1704767873
523,pervomayskoye,43.919,46.7102,2.44,92,95,1.86,RU,1704767873
524,dhuusamarreeb,5.535,46.3861,19.42,73,15,5.62,SO,1704767873
525,chemolgan,43.1897,76.5292,-1.19,78,100,0.99,KZ,1704767874
526,dul'durga,50.6761,113.5931,-16.79,80,16,1.85,RU,1704767874
527,whakatane,-37.9585,176.9854,26.05,75,40,2.24,NZ,1704767874
528,kolonia town,6.964,158.206,31.06,74,75,6.17,FM,1704767874
529,hovd,48.0056,91.6419,-10.08,78,100,1.13,MN,1704767875
530,ceeldheer,3.8488,47.1806,23.32,70,80,8.14,SO,1704767875
531,elk city,35.412,-99.4043,-0.62,86,75,14.4,US,1704767875
532,kalevala,65.2,31.1667,-9.39,96,100,1.79,RU,1704767875
533,rudbar,30.15,62.6,8.85,33,0,3.46,AF,1704767876
534,praya,14.9215,-23.5087,22.92,70,100,4.44,CV,1704767612
535,takoradi,4.8845,-1.7554,27.04,84,15,3.49,GH,1704767876
536,san cristobal,7.7669,-72.225,22.1,67,11,0.79,VE,1704767692
537,tuam,53.5167,-8.85,1.24,90,10,4.54,IE,1704767877
538,kalmunai,7.4167,81.8167,25.42,90,100,4.41,LK,1704767877
539,defuniak springs,30.721,-86.1152,14.65,94,100,8.23,US,1704767877
540,taltal,-25.4,-70.4833,18.79,82,33,0.94,CL,1704767877
541,patterson,37.4716,-121.1297,8.92,68,35,1.6,US,1704767877
542,manoharpur,27.3,75.95,13.22,63,98,2.33,IN,1704767878
543,wellawaya,6.7318,81.1018,23.25,96,100,2.07,LK,1704767878
544,mount pearl,47.5166,-52.7813,-2.04,90,100,11.32,CA,1704767679
545,kavieng,-2.5744,150.7967,29.07,74,99,3.48,PG,1704767878
546,cooper's town,26.8667,-77.5167,21.97,70,100,12.19,BS,1704767879
547,gobabis,-22.45,18.9667,19.11,74,100,6.8,NA,1704767879
548,west plains,36.7281,-91.8524,2.2,87,100,6.71,US,1704767879
549,zbarazh,49.6636,25.7762,-12.55,90,5,2.37,UA,1704767879
550,tengrela,10.4869,-6.4097,22.59,22,0,1.54,CI,1704767880
551,plettenberg bay,-34.0527,23.3716,16.82,90,1,1.75,ZA,1704767880
552,melekeok village,7.4957,134.6367,31.31,66,75,6.17,PW,1704767880
553,quellon,-43.1167,-73.6167,9.95,81,58,2.39,CL,1704767880
554,puerto armuelles,8.2833,-82.8667,28.99,80,63,1.73,PA,1704767881
555,rapar,23.5667,70.6333,18.14,40,0,8.14,IN,1704767881
556,nuuk,64.1835,-51.7216,-1.66,74,100,1.54,GL,1704767881
557,popondetta,-8.7537,148.2534,33.49,53,35,3.21,PG,1704767882
558,saint-leu,-21.15,55.2833,23.48,77,59,3.3,RE,1704767882
559,hobyo,5.3505,48.5268,23.84,75,28,9.15,SO,1704767882
560,enguera,38.9797,-0.6868,8.21,53,100,2.97,ES,1704767883
561,biharamulo,-2.6319,31.3089,17.41,84,100,0.74,TZ,1704767883
562,vilyuysk,63.7553,121.6247,-43.33,100,100,0.89,RU,1704767883
563,tut,37.7953,37.9161,5.89,78,100,2.16,TR,1704767883
564,kudahuvadhoo,2.6708,72.8944,27.73,76,94,5.16,MV,1704767884
565,koutiala,12.3917,-5.4642,23.66,17,0,3.77,ML,1704767884
566,kismayo,-0.3582,42.5454,26.13,76,74,7.43,SO,1704767884
567,sandnessjoen,66.0217,12.6316,5.29,97,100,8.62,NO,1704767884
568,vernon,50.2581,-119.2691,-0.77,85,100,1.03,CA,1704767735
569,peace river,56.2501,-117.286,-19.83,77,100,3.09,CA,1704767885
570,maragogi,-9.0122,-35.2225,26.24,83,48,3.9,BR,1704767885
571,gantiadi,43.3811,40.0794,11.09,93,100,3.0,GE,1704767887
572,pingnan,23.5543,110.3976,18.18,83,100,1.92,CN,1704767887
573,tari,12.4086,4.4914,19.91,15,0,4.06,NG,1704767888
